TimeStamp (sec)," Horizontal (meters)"," Cadence (stokes/min)"," HRCur (bpm)"," Stroke500mPace (sec/500m)"," Power (watts)"," DriveLength (meters)"," StrokeDistance (meters)"," drivetime"," DragFactor"," StrokeRecoveryTime (ms)"," WorkPerStroke (joules)"," AverageDriveForce (lbs)"," PeakDriveForce (lbs)"," Speed (m/sec)"," lapIdx"," ElapsedTime (sec)"," Calories (kCal)"," WorkoutState"," latitude"," longitude"," bearing",nowindpace,Equiv erg Power,power (model),averageforce (model),drivelength (model),vwind,winddirection,vstream
1463751915.082000,849.600000,23.000000,151.000000,128.830000,166.000000,1.300000,10.260000,0.000000,0.000000,1780.000000,433.043478,88.800000,158.700000,3.896000,0.000000,230.940000,49.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751917.755250,860.100000,22.000000,151.000000,127.250000,172.000000,1.360000,10.560000,0.000000,0.000000,1780.000000,469.090909,85.600000,154.700000,3.944000,0.000000,233.590000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751920.331340,870.300000,22.000000,152.000000,127.250000,172.000000,1.360000,10.560000,0.000000,0.000000,1780.000000,469.090909,81.900000,141.000000,3.944000,0.000000,236.170000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751923.121350,881.100000,22.000000,152.000000,128.020000,169.000000,1.360000,10.490000,0.000000,0.000000,1780.000000,460.909091,82.600000,142.200000,3.920000,0.000000,238.950000,51.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751925.851970,891.700000,23.000000,152.000000,128.470000,167.000000,1.330000,10.410000,0.000000,0.000000,1850.000000,435.652174,81.500000,134.000000,3.906000,0.000000,241.690000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751928.521330,902.100000,22.000000,152.000000,129.310000,164.000000,1.330000,10.630000,0.000000,0.000000,1850.000000,447.272727,85.000000,148.500000,3.881000,0.000000,244.360000,52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751931.432150,913.100000,22.000000,152.000000,129.970000,161.000000,1.330000,10.750000,0.000000,0.000000,1870.000000,439.090909,80.800000,142.400000,3.861000,0.000000,247.240000,53.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751934.222250,923.900000,22.000000,153.000000,130.900000,158.000000,1.360000,10.690000,0.000000,0.000000,1880.000000,430.909091,82.100000,139.900000,3.834000,0.000000,250.040000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751937.041980,934.600000,21.000000,154.000000,130.750000,158.000000,1.390000,10.830000,0.000000,0.000000,1890.000000,451.428571,76.400000,137.200000,3.838000,0.000000,252.870000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751939.861950,945.400000,21.000000,154.000000,132.000000,154.000000,1.360000,10.680000,0.000000,0.000000,1900.000000,440.000000,81.500000,138.300000,3.802000,0.000000,255.690000,55.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751942.652370,956.000000,21.000000,155.000000,131.820000,155.000000,1.360000,10.760000,0.000000,0.000000,1870.000000,442.857143,78.900000,130.300000,3.807000,0.000000,258.490000,56.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751945.531330,966.700000,21.000000,155.000000,132.610000,152.000000,1.360000,10.620000,0.000000,0.000000,1890.000000,434.285714,74.900000,122.800000,3.784000,0.000000,261.320000,56.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751948.292060,977.400000,21.000000,156.000000,133.010000,150.000000,1.330000,10.560000,0.000000,0.000000,1890.000000,428.571429,85.500000,153.300000,3.773000,0.000000,264.120000,57.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751951.111950,988.100000,21.000000,156.000000,131.080000,157.000000,1.360000,10.780000,0.000000,0.000000,1900.000000,448.571429,80.400000,143.200000,3.828000,0.000000,266.940000,58.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751953.932050,998.800000,21.000000,156.000000,131.610000,155.000000,1.360000,10.780000,0.000000,0.000000,1890.000000,442.857143,78.700000,146.200000,3.813000,0.000000,269.760000,58.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751956.842300,1009.600000,21.000000,156.000000,132.750000,151.000000,1.360000,10.700000,0.000000,0.000000,1930.000000,431.428571,76.000000,127.500000,3.780000,0.000000,272.640000,59.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751959.752080,1020.600000,21.000000,156.000000,133.890000,147.000000,1.360000,10.770000,0.000000,0.000000,2000.000000,420.000000,78.100000,131.100000,3.748000,0.000000,275.580000,59.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751962.692050,1031.500000,20.000000,156.000000,134.570000,145.000000,1.390000,11.050000,0.000000,0.000000,1950.000000,435.000000,76.100000,133.000000,3.729000,0.000000,278.490000,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751965.632000,1042.500000,21.000000,156.000000,134.790000,144.000000,1.360000,10.780000,0.000000,0.000000,2000.000000,411.428571,78.500000,147.800000,3.723000,0.000000,281.450000,61.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751968.512120,1053.300000,20.000000,155.000000,134.740000,145.000000,1.360000,10.970000,0.000000,0.000000,1950.000000,435.000000,80.200000,142.500000,3.724000,0.000000,284.340000,61.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751971.421320,1064.100000,21.000000,155.000000,133.930000,147.000000,1.390000,10.900000,0.000000,0.000000,1950.000000,420.000000,77.500000,132.800000,3.747000,0.000000,287.240000,62.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751974.451370,1075.300000,20.000000,155.000000,135.480000,142.000000,1.330000,11.130000,0.000000,0.000000,2060.000000,426.000000,74.300000,119.400000,3.704000,0.000000,290.290000,63.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751977.391710,1086.100000,20.000000,155.000000,137.540000,136.000000,1.330000,11.060000,0.000000,0.000000,2090.000000,408.000000,80.200000,136.200000,3.648000,0.000000,293.220000,63.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751980.482040,1097.500000,21.000000,155.000000,135.900000,141.000000,1.330000,10.780000,0.000000,0.000000,2060.000000,402.857143,83.400000,139.700000,3.692000,0.000000,296.310000,64.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751983.422020,1108.500000,20.000000,155.000000,134.400000,146.000000,1.360000,11.190000,0.000000,0.000000,2010.000000,438.000000,78.000000,134.600000,3.733000,0.000000,299.270000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751986.301270,1119.200000,20.000000,155.000000,135.340000,143.000000,1.360000,10.980000,0.000000,0.000000,2010.000000,429.000000,78.100000,137.100000,3.707000,0.000000,302.130000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751989.421920,1130.600000,20.000000,155.000000,135.350000,143.000000,1.360000,10.990000,0.000000,0.000000,2050.000000,429.000000,79.500000,135.400000,3.707000,0.000000,305.240000,66.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751992.363980,1141.300000,20.000000,155.000000,135.340000,143.000000,1.330000,11.050000,0.000000,0.000000,1960.000000,429.000000,78.700000,138.300000,3.707000,0.000000,308.120000,67.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751995.301950,1152.400000,21.000000,155.000000,135.460000,142.000000,1.330000,10.690000,0.000000,0.000000,2070.000000,405.714286,77.000000,131.400000,3.704000,0.000000,311.130000,67.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463751998.271840,1163.300000,20.000000,155.000000,136.710000,138.000000,1.330000,11.040000,0.000000,0.000000,2030.000000,414.000000,78.800000,138.700000,3.670000,0.000000,314.090000,68.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752001.061310,1173.800000,20.000000,154.000000,136.000000,141.000000,1.360000,10.980000,0.000000,0.000000,2030.000000,423.000000,81.200000,146.700000,3.690000,0.000000,316.890000,69.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752004.002340,1184.800000,21.000000,154.000000,134.280000,146.000000,1.360000,10.830000,0.000000,0.000000,1960.000000,417.142857,80.100000,141.300000,3.737000,0.000000,319.820000,69.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752007.001880,1195.800000,21.000000,153.000000,134.320000,146.000000,1.330000,10.900000,0.000000,0.000000,1960.000000,417.142857,76.100000,130.800000,3.736000,0.000000,322.820000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752009.942020,1206.600000,21.000000,152.000000,135.750000,141.000000,1.360000,10.760000,0.000000,0.000000,1960.000000,402.857143,76.000000,134.000000,3.696000,0.000000,325.730000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752012.911980,1217.300000,21.000000,153.000000,135.860000,141.000000,1.360000,10.760000,0.000000,0.000000,1950.000000,402.857143,74.500000,138.600000,3.693000,0.000000,328.640000,71.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752015.671980,1227.800000,21.000000,152.000000,136.310000,140.000000,1.360000,10.700000,0.000000,0.000000,1910.000000,400.000000,74.900000,134.900000,3.681000,0.000000,331.500000,72.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752018.552100,1238.700000,21.000000,152.000000,135.400000,143.000000,1.360000,10.550000,0.000000,0.000000,1940.000000,408.571429,83.900000,150.000000,3.706000,0.000000,334.380000,72.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752021.465510,1249.500000,21.000000,151.000000,133.470000,149.000000,1.330000,10.760000,0.000000,0.000000,1980.000000,425.714286,73.800000,133.900000,3.759000,0.000000,337.310000,73.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752024.371340,1260.100000,20.000000,151.000000,135.950000,141.000000,1.360000,10.840000,0.000000,0.000000,1950.000000,423.000000,75.700000,145.700000,3.691000,0.000000,340.190000,74.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752027.285800,1270.900000,21.000000,151.000000,135.780000,141.000000,1.360000,10.700000,0.000000,0.000000,1950.000000,402.857143,79.000000,133.700000,3.695000,0.000000,343.090000,74.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752030.192060,1281.800000,21.000000,150.000000,134.690000,145.000000,1.330000,10.700000,0.000000,0.000000,2000.000000,414.285714,77.600000,133.200000,3.725000,0.000000,346.010000,75.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752033.161350,1292.700000,20.000000,151.000000,135.520000,142.000000,1.360000,10.900000,0.000000,0.000000,2000.000000,426.000000,76.900000,138.000000,3.703000,0.000000,348.980000,76.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752036.042320,1303.400000,20.000000,151.000000,135.890000,141.000000,1.390000,10.970000,0.000000,0.000000,1950.000000,423.000000,74.600000,128.700000,3.692000,0.000000,351.880000,76.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752038.952050,1314.300000,21.000000,151.000000,135.790000,141.000000,1.360000,10.700000,0.000000,0.000000,1960.000000,402.857143,80.500000,134.400000,3.695000,0.000000,354.780000,77.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752041.922070,1325.200000,21.000000,151.000000,134.320000,146.000000,1.330000,10.760000,0.000000,0.000000,2030.000000,417.142857,77.600000,140.200000,3.736000,0.000000,357.740000,78.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752044.832120,1336.100000,20.000000,152.000000,135.280000,143.000000,1.360000,11.030000,0.000000,0.000000,1950.000000,429.000000,78.300000,136.700000,3.709000,0.000000,360.650000,78.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752047.745360,1346.900000,21.000000,152.000000,134.820000,144.000000,1.390000,10.840000,0.000000,0.000000,1980.000000,411.428571,75.500000,137.300000,3.722000,0.000000,363.570000,79.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752050.651300,1357.400000,20.000000,152.000000,135.800000,141.000000,1.360000,10.840000,0.000000,0.000000,1900.000000,423.000000,72.100000,123.700000,3.695000,0.000000,366.430000,79.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752053.501960,1368.100000,21.000000,152.000000,136.800000,138.000000,1.330000,10.420000,0.000000,0.000000,1960.000000,394.285714,77.000000,132.700000,3.668000,0.000000,369.340000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752056.412110,1379.000000,20.000000,152.000000,135.590000,142.000000,1.390000,10.830000,0.000000,0.000000,1930.000000,426.000000,79.200000,137.200000,3.701000,0.000000,372.250000,81.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752059.291470,1389.500000,21.000000,153.000000,134.690000,145.000000,1.300000,10.620000,0.000000,0.000000,1960.000000,414.285714,72.700000,127.200000,3.725000,0.000000,375.110000,81.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752062.111350,1399.900000,21.000000,152.000000,136.990000,138.000000,1.330000,10.620000,0.000000,0.000000,1960.000000,394.285714,76.300000,127.900000,3.663000,0.000000,377.940000,82.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752065.051270,1410.700000,20.000000,152.000000,136.700000,139.000000,1.390000,10.900000,0.000000,0.000000,1990.000000,417.000000,74.400000,133.800000,3.670000,0.000000,380.870000,83.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752068.112990,1422.000000,20.000000,152.000000,136.450000,139.000000,1.390000,10.770000,0.000000,0.000000,1990.000000,417.000000,75.300000,131.300000,3.677000,0.000000,383.950000,83.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752070.992140,1432.800000,20.000000,151.000000,135.880000,141.000000,1.360000,10.850000,0.000000,0.000000,1940.000000,423.000000,80.900000,140.300000,3.693000,0.000000,386.830000,84.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752073.961240,1443.600000,21.000000,151.000000,134.410000,146.000000,1.360000,10.760000,0.000000,0.000000,1970.000000,417.142857,75.400000,128.000000,3.733000,0.000000,389.750000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752076.842750,1454.400000,20.000000,152.000000,135.310000,143.000000,1.390000,10.900000,0.000000,0.000000,1950.000000,429.000000,76.400000,137.500000,3.708000,0.000000,392.670000,85.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752079.751790,1465.100000,21.000000,151.000000,135.130000,143.000000,1.300000,10.620000,0.000000,0.000000,1960.000000,408.571429,80.700000,136.600000,3.713000,0.000000,395.540000,86.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752082.602150,1475.900000,21.000000,152.000000,134.540000,145.000000,1.330000,10.760000,0.000000,0.000000,1930.000000,414.285714,82.000000,144.300000,3.730000,0.000000,398.410000,86.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752085.455160,1486.600000,21.000000,152.000000,133.680000,148.000000,1.330000,10.700000,0.000000,0.000000,1970.000000,422.857143,76.400000,132.000000,3.754000,0.000000,401.290000,87.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752088.391920,1497.400000,21.000000,153.000000,135.400000,143.000000,1.330000,10.770000,0.000000,0.000000,1990.000000,408.571429,75.100000,129.200000,3.706000,0.000000,404.220000,88.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752091.335660,1508.200000,20.000000,153.000000,136.380000,140.000000,1.360000,10.850000,0.000000,0.000000,1970.000000,420.000000,79.500000,139.200000,3.679000,0.000000,407.140000,88.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752094.271890,1519.200000,20.000000,154.000000,135.050000,144.000000,1.390000,10.920000,0.000000,0.000000,1990.000000,432.000000,76.700000,135.200000,3.716000,0.000000,410.100000,89.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752097.241960,1530.000000,21.000000,154.000000,135.130000,143.000000,1.330000,10.840000,0.000000,0.000000,2000.000000,408.571429,77.200000,133.000000,3.713000,0.000000,413.030000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752100.123130,1540.900000,20.000000,153.000000,135.780000,141.000000,1.390000,10.970000,0.000000,0.000000,1960.000000,423.000000,76.200000,127.500000,3.695000,0.000000,415.960000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752102.911210,1551.300000,21.000000,153.000000,135.130000,143.000000,1.360000,10.760000,0.000000,0.000000,1960.000000,408.571429,80.300000,141.200000,3.713000,0.000000,418.720000,91.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752106.001910,1562.600000,21.000000,153.000000,134.350000,146.000000,1.360000,10.760000,0.000000,0.000000,2000.000000,417.142857,74.500000,127.900000,3.735000,0.000000,421.780000,92.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752108.911730,1573.300000,20.000000,153.000000,135.910000,141.000000,1.360000,10.910000,0.000000,0.000000,1980.000000,423.000000,74.100000,128.400000,3.692000,0.000000,424.710000,92.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752111.853270,1584.200000,20.000000,152.000000,136.450000,139.000000,1.360000,10.770000,0.000000,0.000000,1980.000000,417.000000,81.100000,142.000000,3.677000,0.000000,427.640000,93.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752114.611180,1594.600000,21.000000,152.000000,134.540000,145.000000,1.360000,10.910000,0.000000,0.000000,1980.000000,414.285714,77.700000,137.100000,3.730000,0.000000,430.420000,94.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752117.732440,1606.000000,21.000000,152.000000,135.120000,143.000000,1.360000,10.830000,0.000000,0.000000,2010.000000,408.571429,73.100000,125.600000,3.713000,0.000000,433.530000,94.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752120.461990,1616.200000,20.000000,152.000000,136.930000,138.000000,1.330000,10.840000,0.000000,0.000000,2010.000000,414.000000,75.800000,130.900000,3.664000,0.000000,436.300000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752123.521530,1627.400000,21.000000,152.000000,136.230000,140.000000,1.360000,10.630000,0.000000,0.000000,1970.000000,400.000000,80.100000,143.600000,3.683000,0.000000,439.320000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752126.401410,1638.000000,21.000000,152.000000,134.930000,144.000000,1.360000,10.840000,0.000000,0.000000,1970.000000,411.428571,76.800000,136.700000,3.719000,0.000000,442.160000,96.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752129.402200,1649.200000,20.000000,151.000000,135.320000,143.000000,1.330000,10.850000,0.000000,0.000000,2020.000000,429.000000,78.900000,135.800000,3.708000,0.000000,445.210000,97.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752132.341960,1660.200000,20.000000,152.000000,135.380000,143.000000,1.330000,10.920000,0.000000,0.000000,2020.000000,429.000000,79.300000,137.700000,3.706000,0.000000,448.160000,97.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752135.221990,1670.800000,20.000000,151.000000,135.720000,142.000000,1.360000,10.970000,0.000000,0.000000,1910.000000,426.000000,74.800000,131.400000,3.697000,0.000000,451.040000,98.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752138.101690,1681.400000,21.000000,151.000000,136.140000,140.000000,1.360000,10.550000,0.000000,0.000000,1950.000000,400.000000,74.800000,130.300000,3.686000,0.000000,453.920000,99.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752141.011940,1692.100000,21.000000,151.000000,136.140000,140.000000,1.390000,10.760000,0.000000,0.000000,1930.000000,400.000000,74.500000,134.600000,3.686000,0.000000,456.820000,99.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752143.801180,1702.500000,21.000000,150.000000,135.800000,141.000000,1.360000,10.630000,0.000000,0.000000,1930.000000,402.857143,77.100000,138.600000,3.695000,0.000000,459.620000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752146.801930,1713.700000,21.000000,150.000000,134.960000,144.000000,1.360000,10.770000,0.000000,0.000000,1940.000000,411.428571,79.600000,143.100000,3.718000,0.000000,462.610000,101.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752149.711790,1724.400000,21.000000,150.000000,134.430000,146.000000,1.330000,10.700000,0.000000,0.000000,1980.000000,417.142857,75.800000,129.000000,3.733000,0.000000,465.520000,101.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752152.651930,1735.100000,20.000000,150.000000,135.860000,141.000000,1.360000,10.850000,0.000000,0.000000,1950.000000,423.000000,76.100000,136.000000,3.693000,0.000000,468.420000,102.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752155.501290,1745.600000,21.000000,150.000000,136.110000,140.000000,1.360000,10.710000,0.000000,0.000000,1890.000000,400.000000,74.000000,130.600000,3.687000,0.000000,471.270000,102.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752158.351830,1756.300000,21.000000,150.000000,135.870000,141.000000,1.330000,10.420000,0.000000,0.000000,1960.000000,402.857143,77.900000,133.400000,3.693000,0.000000,474.160000,103.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752161.021270,1766.200000,20.000000,151.000000,135.730000,142.000000,1.390000,10.840000,0.000000,0.000000,1960.000000,426.000000,69.400000,127.100000,3.697000,0.000000,476.830000,104.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752164.021920,1777.100000,22.000000,150.000000,136.940000,138.000000,1.360000,10.200000,0.000000,0.000000,1900.000000,376.363636,71.900000,123.900000,3.664000,0.000000,479.830000,104.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752166.843000,1787.500000,21.000000,150.000000,136.940000,138.000000,1.360000,10.490000,0.000000,0.000000,1850.000000,394.285714,74.200000,132.300000,3.664000,0.000000,482.660000,105.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
